YYYY,MM,DD,HH,WSPD,BAR,ATMP,WTMP,Timestamp (Days),Timestamp (Hours)
2005,3,11,8,6.7,1013.6,16.5,18.8,69.33333333,1664
2005,3,11,9,6.8,1013.1,16.5,18.8,69.375,1665
2005,3,11,10,6.9,1013.3,16.6,18.8,69.41666667,1666
2005,3,11,11,7.1,1013.4,16.8,18.8,69.45833333,1667
2005,3,11,12,7.2,1014.2,17,18.8,69.5,1668
2005,3,11,13,6.7,1014.6,17.3,18.8,69.54166667,1669
2005,3,11,14,5,1014.9,17.5,18.8,69.58333333,1670
2005,3,11,15,3.9,1015,17.4,18.8,69.625,1671
2005,3,11,16,4.8,1015.1,17.5,18.8,69.66666667,1672
2005,3,11,17,5.5,1015,17.5,19,69.70833333,1673
2005,3,11,18,5.8,1014.3,18,19.1,69.75,1674
2005,3,11,19,7.3,1012.8,18.4,19.1,69.79166667,1675
2005,3,11,20,8.3,1012.3,18.8,19.1,69.83333333,1676
2005,3,11,21,9.8,1011.9,19.1,19.1,69.875,1677
2005,3,11,22,9.3,1011.7,19.1,19,69.91666667,1678
2005,3,11,23,10,1011.4,19.3,19,69.95833333,1679
2005,3,12,0,10.8,1011.4,19.5,19,70,1680
2005,3,12,1,10.3,1011.8,19,18.8,70.04166667,1681
2005,3,12,2,10.2,1012.9,19.1,18.8,70.08333333,1682
2005,3,12,3,11.2,1013.8,19.5,18.8,70.125,1683
2005,3,12,4,10.4,1014.5,19.1,18.8,70.16666667,1684
2005,3,12,5,9.7,1014.7,19.2,18.8,70.20833333,1685
2005,3,12,6,10.2,1014.3,19.1,18.8,70.25,1686
2005,3,12,7,9.2,1014.8,18.4,18.8,70.29166667,1687
2005,3,12,8,9,1015.1,17.6,18.8,70.33333333,1688
2005,3,12,9,9.6,1015.3,16.7,18.8,70.375,1689
2005,3,12,10,8.2,1015.8,16.5,18.8,70.41666667,1690
2005,3,12,11,7,1016.4,16.1,18.8,70.45833333,1691
2005,3,12,12,4.9,1016.9,16,18.8,70.5,1692
2005,3,12,13,3.3,1017.5,16.4,18.8,70.54166667,1693
2005,3,12,14,1.9,1018,16.8,18.8,70.58333333,1694
2005,3,12,15,2.8,1017.9,17.1,18.8,70.625,1695
2005,3,12,16,4.6,1017.6,17.3,18.8,70.66666667,1696
2005,3,12,17,6,1017.4,17.5,18.8,70.70833333,1697
2005,3,12,18,7.3,1016.6,18,18.9,70.75,1698
2005,3,12,19,8,1015.8,18.3,18.9,70.79166667,1699
2005,3,12,20,8.3,1015.2,18.8,18.9,70.83333333,1700
2005,3,12,21,8,1015,19.1,18.9,70.875,1701
2005,3,12,22,7.2,1014.9,19.5,18.8,70.91666667,1702
2005,3,12,23,7.1,1014.7,19.8,18.8,70.95833333,1703
2005,3,13,0,6.8,1014.8,19.8,18.8,71,1704
2005,3,13,1,5.6,1014.9,19.8,18.8,71.04166667,1705
2005,3,13,2,6.4,1015,19.8,18.8,71.08333333,1706
2005,3,13,3,6.4,1015,19.8,18.8,71.125,1707
2005,3,13,4,6,1015,19.8,18.8,71.16666667,1708
2005,3,13,5,5.2,1014.4,19.6,18.8,71.20833333,1709
2005,3,13,6,5.6,1013.9,19.6,18.8,71.25,1710
2005,3,13,7,6.4,1013.4,19.8,18.8,71.29166667,1711
2005,3,13,8,5.5,1012.8,19.8,18.8,71.33333333,1712
2005,3,13,9,5.7,1012.6,19.8,18.8,71.375,1713
2005,3,13,10,5.7,1012.8,19.8,18.8,71.41666667,1714
2005,3,13,11,5.1,1013.5,19.8,18.8,71.45833333,1715
2005,3,13,12,4.3,1014.1,19.6,18.8,71.5,1716
2005,3,13,13,3.4,1014.2,19.7,18.8,71.54166667,1717
2005,3,13,14,2.7,1014.5,19.6,18.8,71.58333333,1718
2005,3,13,15,2.8,1015,19.6,18.8,71.625,1719
2005,3,13,16,2.7,1014.8,19.8,19.1,71.66666667,1720
2005,3,13,17,3.5,1014.9,19.9,19.5,71.70833333,1721
2005,3,13,18,3.2,1014.3,20.3,19.6,71.75,1722
2005,3,13,19,3.6,1013.2,20.4,19.8,71.79166667,1723
2005,3,13,20,3.3,1012,20.6,19.8,71.83333333,1724
2005,3,13,21,4,1011.8,20.7,19.9,71.875,1725
2005,3,13,22,3.6,1011.7,20.7,19.8,71.91666667,1726
2005,3,13,23,4,1011.2,21,19.7,71.95833333,1727
2005,3,14,0,3.2,1011.7,20.4,19.6,72,1728
2005,3,14,1,4.3,1012,20.6,19.5,72.04166667,1729
2005,3,14,2,4.1,1012.5,20.6,19.5,72.08333333,1730
2005,3,14,3,3,1012.6,20.3,19.5,72.125,1731
2005,3,14,4,6.3,1011.9,20.3,19.5,72.16666667,1732
2005,3,14,5,5.7,1011.7,20.3,19.5,72.20833333,1733
2005,3,14,6,4.4,1011.6,19.9,19.5,72.25,1734
2005,3,14,7,5.5,1011.3,20.6,19.4,72.29166667,1735
2005,3,14,8,5.9,1011.2,20.6,19.1,72.33333333,1736
2005,3,14,9,6.1,1010.4,20.6,19.1,72.375,1737
2005,3,14,10,4.4,1011,20.4,19.1,72.41666667,1738
2005,3,14,11,5.4,1011.1,20.4,19.1,72.45833333,1739
2005,3,14,12,3.9,1011.2,20.4,19.1,72.5,1740
2005,3,14,13,4.3,1011.8,20.6,19.1,72.54166667,1741
2005,3,14,14,3.2,1012.1,19.1,19.1,72.58333333,1742
2005,3,14,15,9.4,1012.6,18.9,19.1,72.625,1743
2005,3,14,16,5.7,1012.5,19.1,19.1,72.66666667,1744
2005,3,14,17,3.3,1013.3,19.8,19.1,72.70833333,1745
2005,3,14,18,2.3,1012.7,19.8,19.5,72.75,1746
2005,3,14,19,3.3,1011.7,19.1,19.6,72.79166667,1747
2005,3,14,20,2.5,1011.2,19.6,19.6,72.83333333,1748
2005,3,14,21,5.2,1011.1,20.3,19.6,72.875,1749
2005,3,14,22,2.8,1011.1,19.9,19.8,72.91666667,1750
2005,3,14,23,0.9,1011.8,19.9,19.8,72.95833333,1751
2005,3,15,0,1.6,1011.9,19.9,19.6,73,1752
2005,3,15,1,2.7,1012.4,19.9,19.6,73.04166667,1753
2005,3,15,2,1.9,1012.8,19.9,19.6,73.08333333,1754
2005,3,15,3,2.1,1013.4,19.9,19.6,73.125,1755
2005,3,15,4,2.1,1013.5,19.9,19.6,73.16666667,1756
2005,3,15,5,2.1,1013.5,19.8,19.6,73.20833333,1757
2005,3,15,6,2.2,1013.5,19.8,19.5,73.25,1758
2005,3,15,7,2.9,1013.4,19.6,19.5,73.29166667,1759
2005,3,15,8,0.5,1013.3,19.5,19.5,73.33333333,1760
2005,3,15,9,2.9,1012.7,19.2,19.5,73.375,1761
2005,3,15,10,4,1012.5,19.1,19.5,73.41666667,1762
2005,3,15,11,2.6,1012.7,19.1,19.5,73.45833333,1763
2005,3,15,12,3.1,1013.3,18.8,19.3,73.5,1764
2005,3,15,13,3,1014.2,18.7,19.2,73.54166667,1765
2005,3,15,14,5,1014.7,18,19.2,73.58333333,1766
2005,3,15,15,5.8,1014.9,17.5,19.2,73.625,1767
2005,3,15,16,6.9,1015.6,17.1,19.1,73.66666667,1768
2005,3,15,17,7.4,1015.6,17.2,19.1,73.70833333,1769
2005,3,15,18,8.5,1014.5,17.5,19.1,73.75,1770
2005,3,15,19,7.5,1014.6,17.6,19.1,73.79166667,1771
2005,3,15,20,7.5,1013.8,18,19.1,73.83333333,1772
2005,3,15,21,6.8,1013.6,18.4,19.1,73.875,1773
2005,3,15,22,6.1,1013.5,18.8,19.1,73.91666667,1774
2005,3,15,23,6.1,1013.5,18.8,19.1,73.95833333,1775
2005,3,16,0,6.2,1014.5,19.1,19.1,74,1776
2005,3,16,1,7.9,1012.7,19.1,19.1,74.04166667,1777
2005,3,16,2,7.8,1013.1,19.6,19.1,74.08333333,1778
2005,3,16,3,7,1012.1,19.6,19.1,74.125,1779
2005,3,16,4,7.5,1011.8,19.5,19.1,74.16666667,1780
2005,3,16,5,5,1011.9,19.6,19.1,74.20833333,1781
2005,3,16,6,3.9,1011.8,19.5,19.1,74.25,1782
2005,3,16,7,8,1008.7,19.6,19.1,74.29166667,1783
2005,3,16,8,6.4,1008.8,19.8,19.1,74.33333333,1784
2005,3,16,9,5.8,1008.8,20.3,19.1,74.375,1785
2005,3,16,10,4.6,1008.7,19.9,19.1,74.41666667,1786
2005,3,16,11,3,1009.4,20,19.1,74.45833333,1787
2005,3,16,12,2.2,1009.8,19.9,19.1,74.5,1788
2005,3,16,13,0.5,1009.5,19.9,19.1,74.54166667,1789
2005,3,16,14,2.5,1009.1,19.6,19.1,74.58333333,1790
2005,3,16,15,3.4,1008.8,20.4,19.1,74.625,1791
2005,3,16,16,3.8,1008.7,20.3,19.1,74.66666667,1792
2005,3,16,17,5.7,1008,20.5,19.1,74.70833333,1793
2005,3,16,18,4.6,1008.2,20.4,19.1,74.75,1794
2005,3,16,19,11.7,1008.9,18.1,19.1,74.79166667,1795
2005,3,16,20,6.8,1009.3,18.1,19.1,74.83333333,1796
2005,3,16,21,8,1006.4,18.3,19.1,74.875,1797
2005,3,16,22,11,1003.4,18.3,19,74.91666667,1798
2005,3,16,23,5.7,1006.4,18.6,19,74.95833333,1799
2005,3,17,0,3.5,1007,18.4,19,75,1800
2005,3,17,1,6.1,1007,19.1,19,75.04166667,1801
2005,3,17,2,7.9,1008,19.1,19,75.08333333,1802
2005,3,17,3,8.1,1007.9,19.1,19,75.125,1803
2005,3,17,4,6.9,1007.7,19.1,19,75.16666667,1804
2005,3,17,5,6.3,1007.4,19.1,19.1,75.20833333,1805
2005,3,17,6,7,1007.8,19.4,19,75.25,1806
2005,3,17,7,5.1,1006.9,19.1,19,75.29166667,1807
2005,3,17,8,5,1006.4,19.1,19,75.33333333,1808
2005,3,17,9,3.7,1005.8,19.1,19,75.375,1809
2005,3,17,10,5.8,1007.2,19.5,19,75.41666667,1810
2005,3,17,11,5.5,1007.2,19.5,19,75.45833333,1811
2005,3,17,12,6.7,1007.6,18,19,75.5,1812
2005,3,17,13,8.2,1008.7,18,19,75.54166667,1813
2005,3,17,14,8.1,1008.3,18.1,19,75.58333333,1814
2005,3,17,15,6.5,1009.5,17.7,18.9,75.625,1815
2005,3,17,16,6.2,1008.9,17.2,18.9,75.66666667,1816
2005,3,17,17,3.6,1009.5,17.1,18.9,75.70833333,1817
2005,3,17,18,1.7,1008.9,16.8,19,75.75,1818
2005,3,17,19,5.4,1008.7,16.8,19,75.79166667,1819
2005,3,17,20,7.8,1007.7,16.7,19,75.83333333,1820
2005,3,17,21,3.1,1007.9,16.6,19,75.875,1821
2005,3,17,22,4.7,1008,16.7,18.8,75.91666667,1822
2005,3,17,23,6.6,1009,16.8,18.8,75.95833333,1823
2005,3,18,0,7.5,1009.7,16.1,18.8,76,1824
2005,3,18,1,7.5,1010.2,16,18.8,76.04166667,1825
2005,3,18,2,8,1010.9,16,18.8,76.08333333,1826
2005,3,18,3,7,1011.2,15.7,18.8,76.125,1827
2005,3,18,4,8,1011.4,15.2,18.8,76.16666667,1828
2005,3,18,5,8.2,1011.7,15,18.8,76.20833333,1829
2005,3,18,6,7,1011.8,14.8,18.8,76.25,1830
2005,3,18,7,6.9,1012.3,14.5,18.8,76.29166667,1831
2005,3,18,8,8.6,1012.2,14.4,18.8,76.33333333,1832
2005,3,18,9,7.2,1012.5,14.1,18.8,76.375,1833
2005,3,18,10,6.8,1012.8,13.9,18.8,76.41666667,1834
2005,3,18,11,8.2,1013.3,13.5,18.8,76.45833333,1835
2005,3,18,12,8.8,1014.2,12.9,18.8,76.5,1836
2005,3,18,13,8.2,1014.7,12.8,18.8,76.54166667,1837
2005,3,18,14,6.7,1015.4,12.7,18.8,76.58333333,1838
2005,3,18,15,6.3,1015.8,12.7,18.8,76.625,1839
2005,3,18,16,5.8,1016.5,12.8,18.8,76.66666667,1840
2005,3,18,17,5.5,1016.3,12.6,18.8,76.70833333,1841
2005,3,18,18,6.1,1015.1,12.7,18.8,76.75,1842
2005,3,18,19,5,1015.4,12.7,18.8,76.79166667,1843
2005,3,18,20,3.4,1015.5,12.9,18.8,76.83333333,1844
2005,3,18,21,4,1015.4,13.3,18.8,76.875,1845
2005,3,18,22,3.5,1015.8,13.4,18.8,76.91666667,1846
2005,3,18,23,4.1,1016.2,13.5,18.8,76.95833333,1847
2005,3,19,0,3.8,1016.6,13.5,18.8,77,1848
2005,3,19,1,4.7,1017.3,13.6,18.8,77.04166667,1849
2005,3,19,2,3.3,1017.7,13.6,18.8,77.08333333,1850
2005,3,19,3,3.7,1018.2,13.8,18.8,77.125,1851
2005,3,19,4,5,1017.7,13.8,18.8,77.16666667,1852
2005,3,19,5,4.6,1017.1,13.7,18.8,77.20833333,1853
2005,3,19,6,4,1017.1,13.3,18.7,77.25,1854
2005,3,19,7,2.9,1017.4,13.3,18.7,77.29166667,1855
2005,3,19,8,2.8,1017.3,13.4,18.7,77.33333333,1856
2005,3,19,9,3.5,1017.2,13.3,18.7,77.375,1857
2005,3,19,10,2.7,1017.9,13.5,18.4,77.41666667,1858
2005,3,19,11,4.3,1018.1,13.6,18.4,77.45833333,1859
2005,3,19,12,4.5,1018.1,13.6,18.5,77.5,1860
2005,3,19,13,3.8,1019,13.7,18.7,77.54166667,1861
2005,3,19,14,3.4,1019.6,14.1,18.7,77.58333333,1862
2005,3,19,15,3.5,1019.5,14.1,18.8,77.625,1863
2005,3,19,16,4.4,1019.7,13.9,18.8,77.66666667,1864
2005,3,19,17,3.4,1019.6,14.2,18.8,77.70833333,1865
2005,3,19,18,4.2,1019,14.5,19,77.75,1866
2005,3,19,19,4.7,1018.4,14.6,19.1,77.79166667,1867
2005,3,19,20,4.9,1018.1,14.6,19.1,77.83333333,1868
2005,3,19,21,3.9,1018.3,14.6,19.1,77.875,1869
2005,3,19,22,3.4,1018.8,14.7,19.1,77.91666667,1870
2005,3,19,23,3.1,1018.1,14.8,19.1,77.95833333,1871
2005,3,20,0,3.2,1018.2,14.9,19,78,1872
2005,3,20,1,2.1,1018.7,15.2,18.9,78.04166667,1873
2005,3,20,2,0.7,1018.8,15.6,18.8,78.08333333,1874
2005,3,20,3,1,1018.8,15.8,18.8,78.125,1875
2005,3,20,4,2,1018.1,15.9,18.8,78.16666667,1876
2005,3,20,5,0.7,1018.1,15.9,18.8,78.20833333,1877
2005,3,20,6,0.9,1017.9,15.9,18.8,78.25,1878
2005,3,20,7,1.8,1017.8,16,18.8,78.29166667,1879
2005,3,20,8,1.1,1017.4,16,18.8,78.33333333,1880
2005,3,20,9,1.6,1017.5,16.4,18.8,78.375,1881
2005,3,20,10,1.4,1018.1,16.5,18.8,78.41666667,1882
2005,3,20,11,1,1018.8,16.7,18.8,78.45833333,1883
2005,3,20,12,0.6,1018.8,16.7,18.8,78.5,1884
2005,3,20,13,2.1,1018.8,16.9,18.8,78.54166667,1885
2005,3,20,14,2.6,1019,16.8,18.8,78.58333333,1886
2005,3,20,15,4,1019,16.5,18.8,78.625,1887
2005,3,20,16,4.3,1019.1,16.5,19,78.66666667,1888
2005,3,20,17,5.6,1018.6,16.5,19.1,78.70833333,1889
2005,3,20,18,7.1,1017.3,16.5,19.1,78.75,1890
2005,3,20,19,7.1,1016.5,16.4,19.1,78.79166667,1891
2005,3,20,20,4.5,1017.2,16.5,19.1,78.83333333,1892
2005,3,20,21,0.7,1017.9,16.6,19.1,78.875,1893
2005,3,20,22,1.6,1018,16.7,19.1,78.91666667,1894
2005,3,20,23,0.9,1017,16.1,19,78.95833333,1895
2005,3,21,0,6.8,1014.9,16.8,18.9,79,1896
2005,3,21,1,10.9,1015,17.3,19,79.04166667,1897
2005,3,21,2,9.6,1014.7,17.2,19,79.08333333,1898
2005,3,21,3,8.3,1013.5,18.1,19,79.125,1899
2005,3,21,4,10.1,1013.5,18.8,18.9,79.16666667,1900
2005,3,21,5,9.7,1013.5,18.3,18.9,79.20833333,1901
2005,3,21,6,9.8,1013.4,18.8,18.9,79.25,1902
2005,3,21,7,3,1013.5,19.1,18.8,79.29166667,1903
2005,3,21,8,2.7,1012.9,19.2,18.8,79.33333333,1904
2005,3,21,9,2,1012.7,18.9,18.8,79.375,1905
2005,3,21,10,4.5,1013.3,18.1,18.8,79.41666667,1906
2005,3,21,11,5.6,1013.5,18.1,18.8,79.45833333,1907
2005,3,21,12,7.5,1013.8,17.5,18.8,79.5,1908
2005,3,21,13,7.9,1013.6,17.5,18.8,79.54166667,1909
2005,3,21,14,9.2,1013.5,18,18.8,79.58333333,1910
2005,3,21,15,9.1,1013,18,18.8,79.625,1911
2005,3,21,16,9.2,1013.2,18.1,18.8,79.66666667,1912
2005,3,21,17,8.8,1012.6,18.1,19,79.70833333,1913
2005,3,21,18,7.9,1011.8,18.1,19,79.75,1914
2005,3,21,19,6.7,1011.5,18.2,19,79.79166667,1915
2005,3,21,20,7,1011.2,18.3,19,79.83333333,1916
2005,3,21,21,6.6,1010.3,18.8,19,79.875,1917
2005,3,21,22,6.4,1009.7,18.6,19,79.91666667,1918
2005,3,21,23,4.1,1010.2,18.8,19,79.95833333,1919
2005,3,22,0,5.5,1010.3,18.3,19,80,1920
2005,3,22,1,5,1010.6,18.7,19,80.04166667,1921
2005,3,22,2,5,1011.1,18.4,18.9,80.08333333,1922
2005,3,22,3,6.4,1011.2,18.4,18.9,80.125,1923
2005,3,22,4,6.2,1011.8,18.7,19.1,80.16666667,1924
2005,3,22,5,5.4,1011.8,19,19.1,80.20833333,1925
2005,3,22,6,5.5,1011.2,18.9,19.1,80.25,1926
2005,3,22,7,4.2,1010.7,19.1,19,80.29166667,1927
2005,3,22,8,4.5,1010.3,18.8,18.9,80.33333333,1928
2005,3,22,9,4.8,1009.7,18.8,18.9,80.375,1929
2005,3,22,10,5.5,1009.5,19.5,18.8,80.41666667,1930
2005,3,22,11,7.1,1009.5,19.1,18.8,80.45833333,1931
2005,3,22,12,5.9,1010.2,19,18.8,80.5,1932
2005,3,22,13,6.3,1010.5,19.8,18.8,80.54166667,1933
2005,3,22,14,7.6,1011.1,19.9,19,80.58333333,1934
2005,3,22,15,7.4,1011.7,19.9,19,80.625,1935
2005,3,22,16,7.4,1011.9,20.3,19.1,80.66666667,1936
2005,3,22,17,7.9,1011.8,20.4,19.1,80.70833333,1937
2005,3,22,18,7.6,1011.2,19.9,19.1,80.75,1938
2005,3,22,19,7.6,1010.2,19.9,19.1,80.79166667,1939
2005,3,22,20,8,1008.7,19.9,19.1,80.83333333,1940
2005,3,22,21,7.3,1008.8,20.5,19.6,80.875,1941
2005,3,22,22,8.3,1008.8,20.3,19.6,80.91666667,1942
2005,3,22,23,6.2,1009.5,20.3,19.6,80.95833333,1943
2005,3,23,0,4.1,1011,20.4,19.6,81,1944
2005,3,23,1,5.1,1013,18.8,19.6,81.04166667,1945
2005,3,23,2,2.8,1012,19.1,19.6,81.08333333,1946
2005,3,23,3,4.8,1011.9,19,19.6,81.125,1947
2005,3,23,4,7,1011.2,18.9,19.6,81.16666667,1948
2005,3,23,5,2.7,1011.8,19.1,19.6,81.20833333,1949
2005,3,23,6,5.8,1011.8,18.5,19.6,81.25,1950
2005,3,23,7,4.2,1011.2,18.3,19.5,81.29166667,1951
2005,3,23,8,4.5,1010.7,19.3,19.5,81.33333333,1952
2005,3,23,9,12,1004.8,20.2,19.5,81.375,1953
2005,3,23,10,11.3,1007.4,19.6,19.5,81.41666667,1954
2005,3,23,11,8.1,1009.2,19.5,19.1,81.45833333,1955
2005,3,23,12,5.9,1010.3,19.9,19.1,81.5,1956
2005,3,23,13,6.2,1010.4,20.6,19.1,81.54166667,1957
2005,3,23,14,7.1,1011,20.6,19.1,81.58333333,1958
2005,3,23,15,4.7,1011.1,20.6,19.1,81.625,1959
2005,3,23,16,6.2,1011.4,20.7,19.5,81.66666667,1960
2005,3,23,17,5.2,1011.9,20.6,19.6,81.70833333,1961
2005,3,23,18,6.1,1011.4,20.4,19.6,81.75,1962
2005,3,23,19,99,9999,999,999,81.79166667,1963
2005,3,23,20,6.8,1011,20.6,19.8,81.83333333,1964
2005,3,23,21,6,1010.5,20.7,19.9,81.875,1965
2005,3,23,22,7.4,1010.5,20.5,19.9,81.91666667,1966
2005,3,23,23,4.9,1011.3,20.6,19.8,81.95833333,1967
2005,3,24,0,5.8,1011.9,20,19.8,82,1968
2005,3,24,1,4.7,1012.6,19.9,19.8,82.04166667,1969
2005,3,24,2,4.7,1012.8,19.9,19.8,82.08333333,1970
2005,3,24,3,2.9,1014,19.8,19.6,82.125,1971
2005,3,24,4,3.5,1014.1,19.8,19.6,82.16666667,1972
2005,3,24,5,3.5,1014.1,19.8,19.6,82.20833333,1973
2005,3,24,6,3,1014.2,19.6,19.6,82.25,1974
2005,3,24,7,2.3,1014.3,19.6,19.5,82.29166667,1975
2005,3,24,8,3.2,1014.4,19.6,19.1,82.33333333,1976
2005,3,24,9,4.1,1014.1,19.5,19.1,82.375,1977
2005,3,24,10,4.6,1014.3,19.1,18.8,82.41666667,1978
2005,3,24,11,5.4,1014.3,18.8,18.7,82.45833333,1979
2005,3,24,12,4.7,1014.9,18.7,18.4,82.5,1980
2005,3,24,13,4.6,1015.7,18.3,18.4,82.54166667,1981
2005,3,24,14,3.1,1016.6,18.3,18.3,82.58333333,1982
2005,3,24,15,3.3,1017,18.3,18.4,82.625,1983
2005,3,24,16,3.8,1016.8,18.1,18.8,82.66666667,1984
2005,3,24,17,4.4,1016.1,18,18.8,82.70833333,1985
2005,3,24,18,4.5,9999,18,999,82.75,1986
2005,3,24,19,4.3,1015.6,18,18.3,82.79166667,1987
2005,3,24,20,4.7,1014.9,18.3,18.4,82.83333333,1988
2005,3,24,21,5.5,1014.2,18.4,18.4,82.875,1989
2005,3,24,22,5.4,1014.2,18.8,18.4,82.91666667,1990
2005,3,24,23,4.8,1014.1,19,18.4,82.95833333,1991
2005,3,25,0,4,1014.3,19.1,18.6,83,1992
2005,3,25,1,3.8,1014.2,19.1,18.7,83.04166667,1993
2005,3,25,2,3.3,1013.6,19.1,18.8,83.08333333,1994
2005,3,25,3,4,1014.2,19.5,18.8,83.125,1995
2005,3,25,4,5.7,1013.6,19.1,18.8,83.16666667,1996
2005,3,25,5,5.8,1013.3,19.6,18.8,83.20833333,1997
2005,3,25,6,4.6,1013.2,19.7,19,83.25,1998
2005,3,25,7,3.2,1013.3,19.8,19,83.29166667,1999
2005,3,25,8,5.5,1012.7,19.1,18.8,83.33333333,2000
2005,3,25,9,4.1,1012,19.6,18.8,83.375,2001
2005,3,25,10,5.1,1011.9,19.7,18.8,83.41666667,2002
2005,3,25,11,5.5,1012.6,19.6,18.4,83.45833333,2003
2005,3,25,12,6.1,1012.7,19.7,18.3,83.5,2004
2005,3,25,13,6.1,1012.7,19.9,18.3,83.54166667,2005
2005,3,25,14,6.7,1012.7,20.8,18.3,83.58333333,2006
2005,3,25,15,5.6,1012.8,21.1,18.3,83.625,2007
2005,3,25,16,5.2,1013.4,21.2,18.7,83.66666667,2008
2005,3,25,17,7.4,1012.3,21.2,18.8,83.70833333,2009
2005,3,25,18,4.6,1012,21.5,19.1,83.75,2010
2005,3,25,19,3.9,1011.8,21.5,19.6,83.79166667,2011
2005,3,25,20,5,1011.2,21.5,19.8,83.83333333,2012
2005,3,25,21,6.6,1010.2,21.9,19.6,83.875,2013
2005,3,25,22,4.6,1010.3,21.9,19.5,83.91666667,2014
2005,3,25,23,3,1010.9,20.6,19.6,83.95833333,2015
2005,3,26,0,1.8,1010.8,20.6,19.6,84,2016
2005,3,26,1,1.7,1011.2,20.6,19.8,84.04166667,2017
2005,3,26,2,2.5,1011.7,20.3,19.9,84.08333333,2018
2005,3,26,3,1.5,1011.9,20.3,19.9,84.125,2019
2005,3,26,4,2.7,1012.3,20.4,19.9,84.16666667,2020
2005,3,26,5,2.6,1011.9,20.7,19.9,84.20833333,2021
2005,3,26,6,3,1011.7,20.7,20,84.25,2022
2005,3,26,7,4.9,1011,20.7,19.9,84.29166667,2023
2005,3,26,8,5.9,1010.7,20.6,20.3,84.33333333,2024
2005,3,26,9,5.6,1010.4,20.3,19.9,84.375,2025
2005,3,26,10,7.7,1010.4,20.3,19.9,84.41666667,2026
2005,3,26,11,7.1,1010.7,19.8,19.6,84.45833333,2027
2005,3,26,12,6.6,1011,19.6,19.3,84.5,2028
2005,3,26,13,7.7,1011.1,19.9,19.1,84.54166667,2029
2005,3,26,14,6,1011.9,19.8,18.9,84.58333333,2030
2005,3,26,15,6.6,1011.9,20.4,19,84.625,2031
2005,3,26,16,6.7,1012.6,20.4,19.1,84.66666667,2032
2005,3,26,17,4.7,1012.6,20.6,19.5,84.70833333,2033
2005,3,26,18,3.8,1011.9,21.1,19.8,84.75,2034
2005,3,26,19,4,1011.6,21.4,20.3,84.79166667,2035
2005,3,26,20,4.3,9999,999,999,84.83333333,2036
2005,3,26,21,6.9,1010.4,20.7,20.4,84.875,2037
2005,3,26,22,6.8,1010.3,20.6,20.3,84.91666667,2038
2005,3,26,23,6.5,1010.2,20.4,20.3,84.95833333,2039
2005,3,27,0,6.7,1009.5,20.2,20.3,85,2040
2005,3,27,1,6.5,1009.3,19.9,20.3,85.04166667,2041
2005,3,27,2,5.9,1009.6,20.6,20.3,85.08333333,2042
2005,3,27,3,4.3,1010.3,20,20.3,85.125,2043
2005,3,27,4,3.8,1010.4,19.8,20.3,85.16666667,2044
2005,3,27,5,5.6,1010.4,21.1,20.3,85.20833333,2045
2005,3,27,6,6.4,1010.4,20.7,20.3,85.25,2046
2005,3,27,7,5.6,1009.6,21,20.3,85.29166667,2047
2005,3,27,8,5.5,1009,21.1,20.3,85.33333333,2048
2005,3,27,9,6.9,1008.3,21.1,20.3,85.375,2049
2005,3,27,10,6.3,1008,20.7,20.3,85.41666667,2050
2005,3,27,11,6.4,1008.1,20.4,20.3,85.45833333,2051
2005,3,27,12,5.5,1008.7,20.6,20.3,85.5,2052
2005,3,27,13,6.6,1008.6,20.7,20.3,85.54166667,2053
2005,3,27,14,7.7,1008.7,21.3,20.3,85.58333333,2054
2005,3,27,15,6.9,1008.8,21.2,20.3,85.625,2055
2005,3,27,16,6.1,1008.6,21.8,20.3,85.66666667,2056
2005,3,27,17,5.6,1008.1,21.5,20.4,85.70833333,2057
2005,3,27,18,7.1,1008,21.5,20.4,85.75,2058
2005,3,27,19,6.5,1009.2,21.2,20.4,85.79166667,2059
2005,3,27,20,5.7,1008.8,21.2,20.4,85.83333333,2060
2005,3,27,21,7.1,1007.2,22.1,20.3,85.875,2061
2005,3,27,22,4.3,1007.3,21.9,20.3,85.91666667,2062
2005,3,27,23,6,1005.5,21.5,20.3,85.95833333,2063
2005,3,28,0,6.8,1007,22,20.3,86,2064
2005,3,28,1,8.4,1005.1,22,20.3,86.04166667,2065
2005,3,28,2,8.1,1006.2,22.7,20.3,86.08333333,2066
2005,3,28,3,9.8,1006.4,21.4,20.3,86.125,2067
2005,3,28,4,8.8,1006.3,21.5,20.2,86.16666667,2068
2005,3,28,5,11,1006.4,21.2,19.9,86.20833333,2069
2005,3,28,6,11.4,1006.8,20.7,19.9,86.25,2070
2005,3,28,7,12.5,1006.8,20.4,19.8,86.29166667,2071
2005,3,28,8,13.5,1006.6,19.8,19.6,86.33333333,2072
2005,3,28,9,14.7,1006.3,19.8,19.5,86.375,2073
2005,3,28,10,12.1,1007.4,19.4,19.1,86.41666667,2074
2005,3,28,11,12.4,1008,19.1,19.1,86.45833333,2075
2005,3,28,12,12.6,1008.8,19.1,19.1,86.5,2076
2005,3,28,13,12.3,1009.4,18.8,19.1,86.54166667,2077
2005,3,28,14,11.3,1010.1,18.8,19.1,86.58333333,2078
2005,3,28,15,10.9,1011,18.5,19.1,86.625,2079
2005,3,28,16,10.9,1011.2,18.3,19.1,86.66666667,2080
